recno,Q,Img,Name,Type,Score,delSc,Prob,zsp,zph,e_zph,Mod,Ref,gmag,rmag,zmag,Survey,Sloan,_RA,_DE,pair_ok
516,C,516,DESI-017.8812+08.9282,DC,2.5,1,0.97,0.4062,,,L18,,19.68,17.97,16.87,DECaLS,Sloan,17.8812,8.9282,True
517,C,517,DESI-018.0610-21.6113,REX,2.0,2,0.63,,0.577,0.031,shielded,,23.03,21.21,19.92,DECaLS,Sloan,18.061,-21.6113,True
518,C,518,DESI-018.2042-02.9176,DC,2.5,1,0.52,0.3623,,,L18,,17.29,16.04,15.22,DECaLS,Sloan,18.2042,-2.9176,True
519,C,519,DESI-018.5346-19.7225,DC,2.5,1,0.95,,0.373,0.048,L18,,20.78,19.21,18.25,DECaLS,Sloan,18.5346,-19.7225,True
520,C,520,DESI-019.1019-00.1335,REX,2.0,0,0.23,0.1824,,,shielded,,20.44,19.81,19.18,DECaLS,Sloan,19.1019,-0.1335,True
521,C,521,DESI-019.3417-30.0427,REX,2.5,1,0.53,,0.328,0.051,L18,,19.74,18.56,17.78,DECaLS,Sloan,19.3417,-30.0427,True
522,C,522,DESI-019.4619-29.9677,REX,2.0,2,0.92,,0.812,0.083,shielded,,21.73,20.81,19.47,DECaLS,Sloan,19.4619,-29.9677,True
523,C,523,DESI-019.4701-11.0283,REX,2.0,0,0.78,,0.796,0.072,L18,,21.22,20.44,19.3,DECaLS,Sloan,19.4701,-11.0283,True
524,C,524,DESI-019.7886-05.2190,REX,2.0,2,0.56,0.6607,,,shielded,,21.49,20.76,19.77,DECaLS,Sloan,19.7886,-5.219,True
525,C,525,DESI-019.8252-22.6356,DC,2.5,1,1.0,0.1714,,,L18,,21.01,19.42,18.44,DECaLS,Sloan,19.8252,-22.6356,True
526,C,526,DESI-019.8273+27.4840,REX,2.0,2,0.14,0.6357,,,shielded,,21.45,20.25,19.16,DECaLS,Sloan,19.8273,27.484,True
527,C,527,DESI-020.3300-00.3409,REX,2.0,0,0.29,0.6346,,,shielded,,21.35,20.49,19.47,DECaLS,Sloan,20.33,-0.3409,True
528,C,528,DESI-020.3660+21.7344,DC,2.5,1,0.94,0.6365,,,L18,,20.44,18.6,17.18,DECaLS,Sloan,20.366,21.7344,True
529,C,529,DESI-020.6044-08.5205,DC,2.5,1,1.0,0.5325,,,L18,,20.97,19.3,18.16,DECaLS,Sloan,20.6044,-8.5205,True
530,C,530,DESI-020.7916-08.1086,DC,2.5,1,0.26,0.359,,,shielded,,20.65,19.01,18.11,DECaLS,Sloan,20.7916,-8.1086,True
531,C,531,DESI-021.1220-21.4623,DC,2.5,1,0.37,0.5022,,,shielded,,21.97,20.53,19.74,DECaLS,Sloan,21.122,-21.4623,True
532,C,532,DESI-021.5140-10.3682,DC,2.0,0,0.86,0.1752,,,shielded,,19.56,18.33,17.59,DECaLS,Sloan,21.514,-10.3682,True
533,C,533,DESI-021.8652-36.8157,REX,2.5,1,0.22,,0.689,0.162,L18,,21.05,20.14,19.38,DECaLS,Sloan,21.8652,-36.8157,True
534,C,534,DESI-022.2506+00.1193,DC,2.0,0,0.93,0.3288,,,L18,,20.29,18.87,18.03,DECaLS,Sloan,22.2506,0.1193,True
535,C,535,DESI-022.2823-07.0851,DC,2.0,0,0.11,0.3398,,,L18,,19.96,18.51,17.65,DECaLS,Sloan,22.2823,-7.0851,True
536,C,536,DESI-022.4814-02.6654,DC,2.5,1,0.42,0.4996,,,L18,,21.83,19.89,18.56,DECaLS,Sloan,22.4814,-2.6654,True
537,C,537,DESI-022.6133-18.8672,DC,2.5,1,0.33,0.5414,,,L18,,20.7,18.8,17.6,DECaLS,Sloan,22.6133,-18.8672,True
538,C,538,DESI-022.8470-16.8840,DC,2.5,1,0.23,,0.807,0.063,L18,,22.91,21.4,19.66,DECaLS,Sloan,22.847,-16.884,True
539,C,539,DESI-023.0128-02.3005,DC,2.0,0,0.63,,0.464,0.115,shielded,,21.64,20.33,19.57,DECaLS,Sloan,23.0128,-2.3005,True
540,C,540,DESI-023.0583+03.4399,REX,2.0,0,0.75,0.5785,,,shielded,,21.63,20.26,19.38,DECaLS,Sloan,23.0583,3.4399,True
541,C,541,DESI-023.4239-16.8390,DC,2.5,1,0.94,,0.644,0.061,L18,,20.77,19.28,17.91,DECaLS,Sloan,23.4239,-16.839,True
542,C,542,DESI-023.5148-30.5414,DC,2.5,1,0.78,,0.325,0.016,L18,g,19.71,18.07,17.17,DECaLS,Sloan,23.5148,-30.5414,True
543,C,543,DESI-023.5329-07.4703,REX,2.0,0,0.48,0.2615,,,shielded,,18.45,17.21,16.45,DECaLS,Sloan,23.5329,-7.4703,True
544,C,544,DESI-023.6649-28.7320,DC,2.5,1,0.15,,0.981,0.084,L18,,24.36,21.76,19.72,DECaLS,Sloan,23.6649,-28.732,True
545,C,545,DESI-023.8146-17.4043,DC,2.0,0,0.97,,0.768,0.051,L18,d,22.6,21.14,19.62,DECaLS,Sloan,23.8146,-17.4043,True
546,C,546,DESI-023.8165-32.6842,REX,2.5,1,0.56,,0.446,0.055,shielded,,20.22,18.61,17.7,DECaLS,Sloan,23.8165,-32.6842,True
547,C,547,DESI-023.8193+04.8514,REX,2.5,1,0.32,0.6901,,,shielded,,22.22,21.07,19.64,DECaLS,Sloan,23.8193,4.8514,True
548,C,548,DESI-023.9221-18.7413,DC,2.0,0,0.14,0.5278,,,L18,,22.17,20.48,19.37,DECaLS,Sloan,23.9221,-18.7413,True
549,C,549,DESI-023.9840-20.7577,DC,2.5,1,0.76,0.338,,,L18,,20.51,18.79,17.93,DECaLS,Sloan,23.984,-20.7577,True
550,C,550,DESI-024.1759-12.2872,DC,2.0,0,0.25,,0.407,0.071,L18,,21.14,19.37,18.36,DECaLS,Sloan,24.1759,-12.2872,True
551,C,551,DESI-024.1913-40.4779,REX,2.0,0,0.11,,0.587,0.026,shielded,,22.99,21.24,19.97,DECaLS,Sloan,24.1913,-40.4779,True
552,C,552,DESI-024.2160-14.8162,DC,2.0,0,0.12,,0.32,0.014,L18,,20.13,18.51,17.66,DECaLS,Sloan,24.216,-14.8162,True
553,C,553,DESI-024.2426+00.3033,REX,2.0,2,0.14,0.8093,,,shielded,,21.24,20.47,19.31,DECaLS,Sloan,24.2426,0.3033,True
554,C,554,DESI-024.3635-27.6051,DC,2.0,0,0.35,,0.41,0.024,L18,,21.8,19.9,18.86,DECaLS,Sloan,24.3635,-27.6051,True
555,C,555,DESI-024.3717-08.3056,DC,2.0,0,0.19,,0.778,0.025,L18,,23.78,21.66,19.82,DECaLS,Sloan,24.3717,-8.3056,True
556,C,556,DESI-024.3726+05.7609,DC,2.5,1,0.46,0.3618,,,L18,,21.26,19.51,18.45,DECaLS,Sloan,24.3726,5.7609,True
557,C,557,DESI-024.4002-27.1526,DC,2.5,1,0.1,,0.234,0.067,L18,,20.26,19.04,18.35,DECaLS,Sloan,24.4002,-27.1526,True
558,C,558,DESI-025.0520-20.1055,DC,2.0,0,0.36,,0.397,0.015,L18,,21.82,20.05,19.16,DECaLS,Sloan,25.052,-20.1055,True
559,C,559,DESI-025.1595-11.4143,DC,2.0,0,0.61,,0.322,0.021,L18,,18.98,17.36,16.51,DECaLS,Sloan,25.1595,-11.4143,True
560,C,560,DESI-025.4548-24.8641,DC,2.0,0,0.85,,0.223,0.005,L18,,18.35,16.99,16.22,DECaLS,Sloan,25.4548,-24.8641,True
561,C,561,DESI-025.4686-22.4962,DC,2.0,0,0.68,,0.37,0.025,L18,,20.22,18.51,17.63,DECaLS,Sloan,25.4686,-22.4962,True
562,C,562,DESI-025.4848+30.7585,DC,2.5,1,0.22,0.524,,,L18,,21.55,20.01,18.82,DECaLS,Sloan,25.4848,30.7585,True
563,C,563,DESI-025.5981+14.8037,DC,2.5,1,0.45,,0.772,0.063,L18,,22.64,20.91,19.15,DECaLS,Sloan,25.5981,14.8037,True
564,C,564,DESI-025.7040-19.7717,DC,2.0,0,0.5,,0.546,0.033,L18,,22.41,20.66,19.46,DECaLS,Sloan,25.704,-19.7717,True
565,C,565,DESI-025.7910+07.5022,DC,2.0,0,0.14,0.5569,,,L18,,21.12,19.45,18.17,DECaLS,Sloan,25.791,7.5022,True
566,C,566,DESI-025.8360-27.2964,REX,2.5,1,0.19,,0.303,0.069,shielded,,21.98,20.53,19.78,DECaLS,Sloan,25.836,-27.2964,True
567,C,567,DESI-025.8949+05.3365,DC,2.5,1,0.17,0.5272,,,L18,,21.55,19.63,18.25,DECaLS,Sloan,25.8949,5.3365,True
568,C,568,DESI-026.0431-28.9067,REX,2.0,0,0.94,,0.375,0.036,shielded,,22.2,20.67,19.85,DECaLS,Sloan,26.0431,-28.9067,True
569,C,569,DESI-026.2418+00.8017,DC,2.5,1,0.15,0.4773,,,L18,,20.96,19.09,18.02,DECaLS,Sloan,26.2418,0.8017,True
570,C,570,DESI-026.3453+04.8579,DC,2.5,1,0.98,0.3351,,,L18,,20.81,19.15,18.17,DECaLS,Sloan,26.3453,4.8579,True
571,C,571,DESI-026.5508+22.6087,DC,2.0,2,0.73,0.679,,,L18,,21.81,19.94,18.37,DECaLS,Sloan,26.5508,22.6087,True
572,C,572,DESI-026.7267-11.4066,DC,2.0,0,0.14,,0.453,0.038,L18,,21.39,19.8,18.81,DECaLS,Sloan,26.7267,-11.4066,True
573,C,573,DESI-026.7490-22.6820,DC,2.5,1,0.92,,0.346,0.053,shielded,,20.5,19.24,18.35,DECaLS,Sloan,26.749,-22.682,True
574,C,574,DESI-026.7792-40.1610,REX,2.0,0,0.93,,0.224,0.096,shielded,,21.89,20.6,19.9,DECaLS,Sloan,26.7792,-40.161,True
575,C,575,DESI-026.9591-26.6311,DC,2.5,1,0.97,,0.562,0.018,L18,,21.74,19.97,18.71,DECaLS,Sloan,26.9591,-26.6311,True
576,C,576,DESI-027.3253-30.3055,DC,2.0,0,0.99,,0.45,0.025,L18,g,21.17,19.43,18.41,DECaLS,Sloan,27.3253,-30.3055,True
577,C,577,DESI-027.3698-08.7626,DC,2.5,1,0.98,0.6772,,,L18,,22.59,21.69,19.91,DECaLS,Sloan,27.3698,-8.7626,True
578,C,578,DESI-027.3879+00.4647,DC,2.0,0,0.77,0.4892,,,L18,,20.49,18.71,17.63,DECaLS,Sloan,27.3879,0.4647,True
579,C,579,DESI-027.4775+21.7988,DC,2.5,1,0.17,0.5552,,,L18,,21.74,20.07,18.76,DECaLS,Sloan,27.4775,21.7988,True
580,C,580,DESI-027.4849-11.5108,DC,2.5,1,0.87,,0.402,0.036,L18,,20.86,19.1,18.06,DECaLS,Sloan,27.4849,-11.5108,True
581,C,581,DESI-027.5959-17.6114,DC,2.0,0,0.34,,0.442,0.175,shielded,,20.64,20.0,19.47,DECaLS,Sloan,27.5959,-17.6114,True
582,C,582,DESI-027.6346-18.3062,DC,2.0,0,0.15,,0.77,0.067,L18,,22.33,20.98,19.54,DECaLS,Sloan,27.6346,-18.3062,True
583,C,583,DESI-027.8170-19.1052,REX,2.5,1,0.1,,0.321,0.067,L18,,20.15,19.34,18.74,DECaLS,Sloan,27.817,-19.1052,True
584,C,584,DESI-027.8888-26.8005,DC,2.0,0,0.97,,0.689,0.061,L18,,20.98,19.9,18.76,DECaLS,Sloan,27.8888,-26.8005,True
585,C,585,DESI-027.9976-08.3646,DC,2.0,0,0.34,0.6218,,,L18,,21.09,19.81,18.65,DECaLS,Sloan,27.9976,-8.3646,True
586,C,586,DESI-028.0192-29.3878,DC,2.0,0,0.64,,0.367,0.041,L18,,21.51,19.82,18.84,DECaLS,Sloan,28.0192,-29.3878,True
587,C,587,DESI-028.1435-21.6420,REX,2.5,1,0.99,,0.369,0.104,L18,,21.29,20.19,19.32,DECaLS,Sloan,28.1435,-21.642,True
588,C,588,DESI-028.1494-31.3430,DC,2.0,0,0.14,,0.354,0.032,L18,,21.93,20.33,19.36,DECaLS,Sloan,28.1494,-31.343,True
589,C,589,DESI-028.1997+03.2624,DC,2.0,0,0.97,0.3493,,,L18,,20.52,18.77,17.8,DECaLS,Sloan,28.1997,3.2624,True
590,C,590,DESI-028.4669-11.2551,DC,2.5,1,0.18,,0.816,0.057,L18,,23.28,21.59,19.85,DECaLS,Sloan,28.4669,-11.2551,True
591,C,591,DESI-028.5320-08.1000,DC,2.0,0,0.35,0.3346,,,L18,,19.47,17.85,16.98,DECaLS,Sloan,28.532,-8.1,True
592,C,592,DESI-028.5715-16.2374,DC,2.0,0,0.23,0.3979,,,L18,,20.08,18.36,17.47,DECaLS,Sloan,28.5715,-16.2374,True
593,C,593,DESI-028.7845-25.8463,DC,2.0,0,1.0,,0.554,0.038,L18,,21.66,19.76,18.51,DECaLS,Sloan,28.7845,-25.8463,True
594,C,594,DESI-029.1389-02.4224,REX,2.5,1,0.52,,0.616,0.118,shielded,,21.25,19.8,18.66,DECaLS,Sloan,29.1389,-2.4224,True
595,C,595,DESI-029.1423-15.5876,REX,2.5,1,0.74,0.395,,,shielded,,21.27,20.4,19.51,DECaLS,Sloan,29.1423,-15.5876,True
596,C,596,DESI-029.3642+22.9216,DC,2.0,0,0.24,0.2454,,,L18,,19.18,17.66,16.71,DECaLS,Sloan,29.3642,22.9216,True
597,C,597,DESI-029.3687-05.2778,DC,2.0,0,0.82,0.5985,,,L18,e,21.77,19.98,18.75,DECaLS,Sloan,29.3687,-5.2778,True
598,C,598,DESI-029.4504-01.1535,DC,2.5,1,0.12,0.5416,,,L18,e,21.05,19.15,17.89,DECaLS,Sloan,29.4504,-1.1535,True
599,C,599,DESI-029.4673-27.8568,DC,2.0,0,0.89,,0.782,0.027,L18,,22.77,21.24,19.45,DECaLS,Sloan,29.4673,-27.8568,True
600,C,600,DESI-029.5569-11.2721,DC,2.5,1,0.99,,0.368,0.022,L18,,21.42,19.69,18.85,DECaLS,Sloan,29.5569,-11.2721,True
601,C,601,DESI-029.7821-32.2109,REX,2.0,2,0.33,,0.631,0.079,shielded,,21.97,20.7,19.55,DECaLS,Sloan,29.7821,-32.2109,True
602,C,602,DESI-029.7900-18.9500,DC,2.5,1,0.99,0.3393,,,L18,d,19.8,18.35,17.54,DECaLS,Sloan,29.79,-18.95,True
603,C,603,DESI-029.9230+29.5992,DC,2.0,0,0.14,0.3444,,,L18,,20.98,19.19,18.17,DECaLS,Sloan,29.923,29.5992,True
604,C,604,DESI-029.9687-27.8439,DC,2.0,0,1.0,,0.789,0.276,L18,,22.68,20.67,19.1,DECaLS,Sloan,29.9687,-27.8439,True
605,C,605,DESI-030.1018-10.7692,DC,2.0,0,0.62,,0.272,0.029,shielded,,18.89,17.74,17.02,DECaLS,Sloan,30.1018,-10.7692,True
606,C,606,DESI-030.1108-08.6449,DC,2.0,0,0.23,0.3965,,,L18,,21.34,19.82,18.9,DECaLS,Sloan,30.1108,-8.6449,True
607,C,607,DESI-030.1551+14.4092,DC,2.0,0,0.75,0.504,,,L18,,21.76,19.82,18.47,DECaLS,Sloan,30.1551,14.4092,True
608,C,608,DESI-030.1743-11.0445,DC,2.5,1,0.99,,0.176,0.011,shielded,,19.14,17.98,17.23,DECaLS,Sloan,30.1743,-11.0445,True
609,C,609,DESI-030.2531-36.7018,REX,2.5,1,0.92,,0.487,0.107,shielded,,20.54,19.41,18.5,DECaLS,Sloan,30.2531,-36.7018,True
610,C,610,DESI-030.3065-26.0892,REX,2.0,0,0.2,,0.855,0.125,shielded,,21.91,20.99,19.64,DECaLS,Sloan,30.3065,-26.0892,True
611,C,611,DESI-030.7600-06.6024,DC,2.0,0,0.98,0.4935,,,L18,,21.2,19.44,18.32,DECaLS,Sloan,30.76,-6.6024,True
612,C,612,DESI-030.7806-22.7856,DC,2.0,0,0.99,,0.347,0.038,L18,,21.08,19.42,18.51,DECaLS,Sloan,30.7806,-22.7856,True
613,C,613,DESI-030.8121-15.9384,DC,2.0,0,0.99,,0.685,0.07,L18,,22.07,20.58,19.18,DECaLS,Sloan,30.8121,-15.9384,True
614,C,614,DESI-030.9153-31.0823,DC,2.5,1,0.93,,0.474,0.052,L18,,21.68,20.05,19.1,DECaLS,Sloan,30.9153,-31.0823,True
615,C,615,DESI-031.1304-19.3899,REX,2.0,0,0.26,,0.78,0.046,shielded,,22.25,21.17,19.84,DECaLS,Sloan,31.1304,-19.3899,True
616,C,616,DESI-031.2607-21.8603,REX,2.0,2,0.16,,0.858,0.077,shielded,,22.08,21.26,19.9,DECaLS,Sloan,31.2607,-21.8603,True
617,C,617,DESI-031.3554-16.4083,DC,2.0,0,0.21,,0.77,0.075,L18,,23.47,21.65,19.97,DECaLS,Sloan,31.3554,-16.4083,True
618,C,618,DESI-031.3590-24.5664,REX,2.0,0,0.3,,0.592,0.053,shielded,,21.01,19.89,18.98,DECaLS,Sloan,31.359,-24.5664,True
619,C,619,DESI-031.4976-21.1722,DC,2.0,0,0.14,,0.716,0.09,L18,,21.98,20.62,19.09,DECaLS,Sloan,31.4976,-21.1722,True
620,C,620,DESI-031.6715-02.0052,DC,2.0,2,0.82,0.7005,,,L18,,20.55,19.81,18.49,DECaLS,Sloan,31.6715,-2.0052,True
621,C,621,DESI-031.7319-31.7726,DC,2.0,0,0.25,,0.607,0.014,L18,,21.74,19.81,18.38,DECaLS,Sloan,31.7319,-31.7726,True
622,C,622,DESI-031.8616-27.2286,DC,2.0,0,0.62,,0.82,0.029,L18,,22.57,20.59,18.68,DECaLS,Sloan,31.8616,-27.2286,True
623,C,623,DESI-032.0005-17.7739,DC,2.0,2,0.88,,0.908,0.056,L18,,24.25,21.85,19.79,DECaLS,Sloan,32.0005,-17.7739,True
624,C,624,DESI-032.1245-18.3429,DC,2.0,0,0.16,0.5606,,,L18,,23.1,21.0,19.17,DECaLS,Sloan,32.1245,-18.3429,True
625,C,625,DESI-032.1994+01.7689,DC,2.0,0,0.58,0.4722,,,shielded,,21.76,19.92,18.93,DECaLS,Sloan,32.1994,1.7689,True
626,C,626,DESI-032.2091-25.0391,REX,2.5,1,0.41,,0.449,0.019,shielded,,22.27,20.48,19.49,DECaLS,Sloan,32.2091,-25.0391,True
627,C,627,DESI-032.2667+04.8088,REX,2.0,0,0.21,0.5005,,,shielded,,20.86,19.32,18.3,DECaLS,Sloan,32.2667,4.8088,True
628,C,628,DESI-032.2674+03.6995,REX,2.0,0,0.81,0.2888,,,shielded,,20.97,19.16,17.98,DECaLS,Sloan,32.2674,3.6995,True
629,C,629,DESI-032.4773-30.3485,REX,2.5,1,0.2,,0.881,0.043,L18,,21.57,20.88,19.65,DECaLS,Sloan,32.4773,-30.3485,True
630,C,630,DESI-032.6664-00.6421,REX,2.5,1,0.26,0.2544,,,shielded,e,21.41,20.19,19.4,DECaLS,Sloan,32.6664,-0.6421,True
631,C,631,DESI-032.8213+00.3402,REX,2.0,0,0.14,0.6059,,,shielded,,21.45,20.64,19.48,DECaLS,Sloan,32.8213,0.3402,True
632,C,632,DESI-032.8584-16.2274,DC,2.0,0,0.6,,0.483,0.014,L18,,21.01,19.13,18.01,DECaLS,Sloan,32.8584,-16.2274,True
633,C,633,DESI-033.0297+00.2472,DC,2.0,0,0.85,0.2135,,,L18,,19.79,18.44,17.65,DECaLS,Sloan,33.0297,0.2472,True
634,C,634,DESI-033.0826+30.5530,DC,2.0,2,0.71,0.5477,,,L18,,21.15,19.74,18.74,DECaLS,Sloan,33.0826,30.553,True
635,C,635,DESI-033.1994-05.9312,REX,2.0,2,0.73,0.5022,,,shielded,j,21.87,21.01,19.81,DECaLS,Sloan,33.1994,-5.9312,True
636,C,636,DESI-033.2069-20.7412,DC,2.5,1,0.72,,0.272,0.008,L18,,19.54,18.08,17.32,DECaLS,Sloan,33.2069,-20.7412,True
637,C,637,DESI-033.5356-12.8859,DC,2.5,1,0.27,0.5551,,,L18,,22.91,21.03,19.23,DECaLS,Sloan,33.5356,-12.8859,True
638,C,638,DESI-033.7026-24.8797,DC,2.5,1,0.92,,0.803,0.035,L18,,22.87,20.77,18.86,DECaLS,Sloan,33.7026,-24.8797,True
639,C,639,DESI-033.7174+19.5413,REX,2.0,2,1.0,0.618,,,L18,a,21.38,19.74,18.3,DECaLS,Sloan,33.7174,19.5413,True
640,C,640,DESI-033.8313-22.6154,DC,2.5,1,0.9,,0.39,0.014,L18,,21.2,19.33,18.39,DECaLS,Sloan,33.8313,-22.6154,True
641,C,641,DESI-034.1856-00.3860,DC,2.5,1,1.0,0.4583,,,L18,,21.38,20.21,19.03,DECaLS,Sloan,34.1856,-0.386,True
642,C,642,DESI-034.2874-09.2052,DC,2.5,1,0.82,0.1872,,,shielded,,17.84,16.58,15.81,DECaLS,Sloan,34.2874,-9.2052,True
643,C,643,DESI-034.3096-10.0969,REX,2.5,1,0.12,0.6085,,,shielded,,21.44,20.68,19.55,DECaLS,Sloan,34.3096,-10.0969,True
644,C,644,DESI-034.3830+20.9523,REX,2.0,0,0.71,0.5886,,,shielded,,21.21,19.96,18.89,DECaLS,Sloan,34.383,20.9523,True
645,C,645,DESI-034.5247+26.6007,DC,2.0,0,0.98,,0.46,0.04,L18,,20.79,19.19,18.14,DECaLS,Sloan,34.5247,26.6007,True
646,C,646,DESI-034.5314-27.6291,DC,2.0,0,0.32,,0.214,0.06,shielded,,21.13,20.0,19.37,DECaLS,Sloan,34.5314,-27.6291,True
647,C,647,DESI-034.6677-24.8466,REX,2.0,0,0.12,,0.752,0.1,L18,,21.47,20.51,19.39,DECaLS,Sloan,34.6677,-24.8466,True
648,C,648,DESI-034.7239-16.8684,DC,2.0,0,0.75,,0.805,0.051,L18,,22.72,21.17,19.43,DECaLS,Sloan,34.7239,-16.8684,True
649,C,649,DESI-034.8554+05.6438,DC,2.5,1,0.13,0.6785,,,L18,,22.56,21.31,19.37,DECaLS,Sloan,34.8554,5.6438,True
650,C,650,DESI-034.9126-17.6882,DC,2.5,1,0.95,,0.538,0.014,L18,,21.27,19.28,18.01,DECaLS,Sloan,34.9126,-17.6882,True
651,C,651,DESI-034.9597-05.9518,DC,2.0,0,0.5,0.6726,,,shielded,,21.92,20.51,19.09,DECaLS,Sloan,34.9597,-5.9518,True
652,C,652,DESI-035.0412-28.1798,DC,2.5,1,0.81,,0.305,0.008,shielded,,19.77,18.18,17.36,DECaLS,Sloan,35.0412,-28.1798,True
653,C,653,DESI-035.1949+05.8853,REX,2.0,0,0.37,0.6358,,,shielded,,21.81,20.7,19.16,DECaLS,Sloan,35.1949,5.8853,True
654,C,654,DESI-035.2949-23.0878,DC,2.0,0,0.68,,0.267,0.011,shielded,,19.45,17.98,17.18,DECaLS,Sloan,35.2949,-23.0878,True
655,C,655,DESI-035.4007-26.6592,DC,2.5,1,0.96,,0.525,0.027,L18,,20.87,19.11,17.92,DECaLS,Sloan,35.4007,-26.6592,True
656,C,656,DESI-036.0382-16.3869,DC,2.0,0,0.67,0.4718,,,L18,,23.61,22.15,19.99,DECaLS,Sloan,36.0382,-16.3869,True
657,C,657,DESI-036.0573+19.8696,DC,2.5,1,0.16,,0.847,0.144,L18,,23.7,21.63,19.64,DECaLS,Sloan,36.0573,19.8696,True
658,C,658,DESI-036.0992+02.4337,DC,2.0,0,0.84,0.4826,,,L18,,20.96,19.38,18.13,DECaLS,Sloan,36.0992,2.4337,True
659,C,659,DESI-036.1196-25.0390,DC,2.0,0,0.15,,0.534,0.013,L18,,21.67,19.83,18.64,DECaLS,Sloan,36.1196,-25.039,True
660,C,660,DESI-036.3834-04.8500,REX,2.0,0,0.15,0.6087,,,shielded,,20.99,19.95,19.02,DECaLS,Sloan,36.3834,-4.85,True
661,C,661,DESI-036.7384-29.3340,DC,2.5,1,0.98,,0.567,0.046,L18,,21.97,20.22,19.06,DECaLS,Sloan,36.7384,-29.334,True
662,C,662,DESI-036.8067+29.5796,DC,2.5,1,0.96,0.4507,,,L18,,20.98,19.18,18.01,DECaLS,Sloan,36.8067,29.5796,True
663,C,663,DESI-037.2442-17.2723,REX,2.0,0,1.0,,0.868,0.064,L18,,21.18,20.52,19.4,DECaLS,Sloan,37.2442,-17.2723,True
664,C,664,DESI-037.3509+10.2791,DC,2.0,0,0.77,,0.695,0.035,L18,,21.98,20.37,18.85,DECaLS,Sloan,37.3509,10.2791,True
665,C,665,DESI-037.5061-20.9108,DC,2.0,0,0.98,,0.536,0.031,L18,,21.24,19.59,18.43,DECaLS,Sloan,37.5061,-20.9108,True
666,C,666,DESI-037.6346-24.1463,DC,2.0,0,0.62,,0.622,0.015,L18,,21.86,20.02,18.57,DECaLS,Sloan,37.6346,-24.1463,True
667,C,667,DESI-037.6589-01.8803,DC,2.5,1,0.67,0.2507,,,shielded,l,19.93,18.37,17.42,DECaLS,Sloan,37.6589,-1.8803,True
668,C,668,DESI-037.7099-17.5029,REX,2.0,0,0.92,,0.816,0.051,L18,,22.03,21.05,19.71,DECaLS,Sloan,37.7099,-17.5029,True
669,C,669,DESI-038.0192-17.6864,DC,2.0,0,0.47,0.4523,,,shielded,,22.14,20.29,19.35,DECaLS,Sloan,38.0192,-17.6864,True
670,C,670,DESI-038.3831-03.4670,DC,2.5,1,0.51,0.5494,,,L18,e,23.83,22.04,19.93,DECaLS,Sloan,38.3831,-3.467,True
671,C,671,DESI-038.7280-30.9373,REX,2.0,0,0.99,,0.794,0.183,L18,,20.92,20.23,19.12,DECaLS,Sloan,38.728,-30.9373,True
672,C,672,DESI-038.8158-17.1581,REX,2.5,1,0.27,0.6773,,,shielded,,21.45,20.43,19.21,DECaLS,Sloan,38.8158,-17.1581,True
673,C,673,DESI-039.2176-31.8548,DC,2.0,0,0.31,,0.401,0.01,L18,,20.09,18.2,17.26,DECaLS,Sloan,39.2176,-31.8548,True
674,C,674,DESI-039.3484-30.2921,DC,2.5,1,0.97,,0.545,0.019,L18,,21.03,19.24,17.98,DECaLS,Sloan,39.3484,-30.2921,True
675,C,675,DESI-039.6138-15.5779,DC,2.0,0,0.11,,0.732,0.032,L18,,21.92,20.33,18.74,DECaLS,Sloan,39.6138,-15.5779,True
676,C,676,DESI-039.8085-03.7403,DC,2.5,1,0.81,,0.686,0.046,L18,,22.73,20.91,19.39,DECaLS,Sloan,39.8085,-3.7403,True
677,C,677,DESI-039.9312-24.9308,DC,2.5,1,0.78,,0.661,0.016,L18,,21.63,19.56,18.02,DECaLS,Sloan,39.9312,-24.9308,True
678,C,678,DESI-039.9863-27.1208,DC,2.5,1,0.88,,0.521,0.033,L18,,21.14,19.5,18.38,DECaLS,Sloan,39.9863,-27.1208,True
679,C,679,DESI-040.0268-11.4252,REX,2.5,1,0.98,,0.696,0.041,shielded,,21.42,20.25,19.05,DECaLS,Sloan,40.0268,-11.4252,True
680,C,680,DESI-040.1730-21.4503,DC,2.5,1,0.91,,0.327,0.012,L18,,20.02,18.4,17.52,DECaLS,Sloan,40.173,-21.4503,True
681,C,681,DESI-040.6738-21.1358,REX,2.5,1,0.14,,0.317,0.026,shielded,,20.06,19.09,18.31,DECaLS,Sloan,40.6738,-21.1358,True
682,C,682,DESI-041.1156-28.6150,DC,2.5,1,1.0,,0.476,0.012,L18,,20.56,18.66,17.57,DECaLS,Sloan,41.1156,-28.615,True
683,C,683,DESI-041.4712-05.9667,DC,2.5,1,0.92,0.5731,,,L18,,22.87,20.84,18.9,DECaLS,Sloan,41.4712,-5.9667,True
684,C,684,DESI-042.0215-18.9309,DC,2.0,0,0.46,,0.417,0.036,shielded,,21.01,19.33,18.34,DECaLS,Sloan,42.0215,-18.9309,True
685,C,685,DESI-042.0940+02.7825,REX,2.5,1,0.96,0.3859,,,L18,,21.91,21.16,19.92,DECaLS,Sloan,42.094,2.7825,True
686,C,686,DESI-042.1344-12.1016,REX,2.5,1,0.98,,0.835,0.102,L18,,21.44,20.72,19.65,DECaLS,Sloan,42.1344,-12.1016,True
