session,workflow,role,file,killed,n_records,n_assistant,read,read_img,bash,write,websearch,webfetch,other_tools,in_tok,out_tok,cache_read,cache_create,wall_s,t0,t1,model
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a4c6d4bbfdf1c33d9.jsonl,0,51,29,15,14,2,1,0,0,1,55,7290,649881,54674,138.469,2026-08-08T21:11:53.500000+00:00,2026-08-08T21:14:11.969000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a5581956eaf49658c.jsonl,0,46,26,15,14,0,1,0,0,1,49,7659,550073,52834,124.258,2026-08-08T21:14:20.653000+00:00,2026-08-08T21:16:24.911000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a9444aeebfb3d2509.jsonl,0,48,28,15,14,0,1,0,0,1,53,7534,590959,57825,144.026,2026-08-08T21:11:52.400000+00:00,2026-08-08T21:14:16.426000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a94a338c9b5b62af9.jsonl,0,48,27,15,14,1,1,0,0,1,51,6939,583167,53775,143.257,2026-08-08T21:14:02.637000+00:00,2026-08-08T21:16:25.894000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a296a77b1a6bb37b7.jsonl,0,46,26,15,14,0,1,0,0,1,49,6578,543022,52855,119.928,2026-08-08T21:16:29.433000+00:00,2026-08-08T21:18:29.361000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-aaac54c45afc97063.jsonl,0,50,29,15,14,1,1,0,0,1,55,6984,635746,53666,111.787,2026-08-08T21:16:28.951000+00:00,2026-08-08T21:18:20.738000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a8c8b38b70cb96da8.jsonl,0,40,23,12,11,0,1,0,0,1,43,2381,452030,41061,78.579,2026-08-08T21:18:15.020000+00:00,2026-08-08T21:19:33.599000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-aab44a35fef664a8c.jsonl,0,49,28,15,14,1,1,0,0,1,53,7674,599149,55302,130.04,2026-08-08T21:16:41.451000+00:00,2026-08-08T21:18:51.491000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a45270007c2cca0aa.jsonl,0,47,27,15,14,0,1,0,0,1,51,6092,592722,62141,158.886,2026-08-08T21:11:51.325000+00:00,2026-08-08T21:14:30.211000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a2e748c93a52b9eb3.jsonl,0,48,27,15,14,1,1,0,0,1,51,7955,586136,53867,141.381,2026-08-08T21:09:35.139000+00:00,2026-08-08T21:11:56.520000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-aaf439786aeade849.jsonl,0,49,28,15,14,1,1,0,0,1,53,3871,613465,54209,128.333,2026-08-08T21:09:38.600000+00:00,2026-08-08T21:11:46.933000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-af6435baf091c49c1.jsonl,0,50,29,15,14,1,1,0,0,1,55,6194,640427,56368,134.077,2026-08-08T21:12:15.545000+00:00,2026-08-08T21:14:29.622000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a6611e5d1cef1a03d.jsonl,0,49,28,15,14,1,1,0,0,1,53,5406,616947,59038,151.891,2026-08-08T21:14:18.972000+00:00,2026-08-08T21:16:50.863000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-afdaba3610d2eb412.jsonl,0,50,29,15,14,1,1,0,0,1,55,5606,646222,56518,135.757,2026-08-08T21:16:45.710000+00:00,2026-08-08T21:19:01.467000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a33fcd5aa9290091a.jsonl,0,51,29,15,14,2,1,0,0,1,55,8131,649311,54070,143.152,2026-08-08T21:11:23.834000+00:00,2026-08-08T21:13:46.986000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a7883369691623e67.jsonl,0,47,27,15,14,0,1,0,0,1,51,3050,575034,54673,135.743,2026-08-08T21:09:34.863000+00:00,2026-08-08T21:11:50.606000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-ae508808b80527e99.jsonl,0,47,27,15,14,0,1,0,0,1,51,8496,581166,61146,161.393,2026-08-08T21:13:50.020000+00:00,2026-08-08T21:16:31.413000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-ac3ba8a3d80e9edca.jsonl,0,48,27,15,14,1,1,0,0,1,51,4680,563608,47651,94.992,2026-08-08T21:16:54.240000+00:00,2026-08-08T21:18:29.232000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-aea65877a2f1c0014.jsonl,0,47,27,15,14,0,1,0,0,1,51,8217,586147,61835,161.177,2026-08-08T21:09:34.999000+00:00,2026-08-08T21:12:16.176000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a405972b7c2c25b2e.jsonl,0,46,26,15,14,0,1,0,0,1,49,7738,553288,55366,151.174,2026-08-08T21:09:40.694000+00:00,2026-08-08T21:12:11.868000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a926cedc60c05ec82.jsonl,0,52,30,17,16,0,1,0,0,1,56,6956,672115,64175,153.024,2026-08-08T21:17:24.777000+00:00,2026-08-08T21:19:57.801000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a2b2c435bffa5fc1f.jsonl,0,46,26,15,14,0,1,0,0,1,49,4575,549078,53905,134.692,2026-08-08T21:09:34.781000+00:00,2026-08-08T21:11:49.473000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a2d90a2816d57ffd3.jsonl,0,46,26,15,14,0,1,0,0,1,49,6250,547367,53172,129.09,2026-08-08T21:12:22.316000+00:00,2026-08-08T21:14:31.406000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a3f6012696cb1c04c.jsonl,0,49,28,15,14,1,1,0,0,1,53,6151,602449,53445,110.6,2026-08-08T21:14:19.885000+00:00,2026-08-08T21:16:10.485000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a3b5ac162f3326e08.jsonl,0,46,26,15,14,0,1,0,0,1,49,7823,547471,51340,106.35,2026-08-08T21:09:34.766000+00:00,2026-08-08T21:11:21.116000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-aba66c2ca801da386.jsonl,0,51,29,15,14,2,1,0,0,1,55,6981,642570,53677,141.987,2026-08-08T21:14:07.752000+00:00,2026-08-08T21:16:29.739000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-ac843b346fe7dea1a.jsonl,0,46,26,15,14,0,1,0,0,1,49,6186,547944,52573,123.892,2026-08-08T21:09:35.630000+00:00,2026-08-08T21:11:39.522000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a555ab5edf33d41a4.jsonl,0,51,29,15,14,2,1,0,0,1,55,6948,644319,54119,134.57,2026-08-08T21:14:35.474000+00:00,2026-08-08T21:16:50.044000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a438d5d1f677d3b21.jsonl,0,52,30,15,14,2,1,0,0,1,55,7264,682335,60211,182.804,2026-08-08T21:09:34.859000+00:00,2026-08-08T21:12:37.663000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a1884045bfd015367.jsonl,0,46,26,15,14,0,1,0,0,1,49,7994,541412,51970,116.384,2026-08-08T21:16:14.172000+00:00,2026-08-08T21:18:10.556000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a4533c5e3415abad1.jsonl,0,46,26,15,14,0,1,0,0,1,49,4215,543956,52097,111.823,2026-08-08T21:13:19.719000+00:00,2026-08-08T21:15:11.542000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a65fb194ad3154930.jsonl,0,48,27,15,14,1,1,0,0,1,51,5468,574200,50818,116.697,2026-08-08T21:12:19.038000+00:00,2026-08-08T21:14:15.735000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a34a83de5735536b6.jsonl,0,46,26,15,14,0,1,0,0,1,49,4719,538198,48024,85.373,2026-08-08T21:17:23.272000+00:00,2026-08-08T21:18:48.645000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a1fb5759566e397d7.jsonl,0,49,28,15,14,1,1,0,0,1,53,6437,594109,54462,127.197,2026-08-08T21:14:34.731000+00:00,2026-08-08T21:16:41.928000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-af15be74ec955cc2a.jsonl,0,48,27,15,14,1,1,0,0,1,51,5109,564370,49098,99.668,2026-08-08T21:09:35.118000+00:00,2026-08-08T21:11:14.786000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-afc004392d42426e5.jsonl,0,46,26,15,14,0,1,0,0,1,49,5633,546442,51005,111.725,2026-08-08T21:15:28.707000+00:00,2026-08-08T21:17:20.432000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a2cf24d1f275afcab.jsonl,0,51,29,15,14,2,1,0,0,1,55,6852,640215,54018,135.522,2026-08-08T21:12:00.175000+00:00,2026-08-08T21:14:15.697000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-ad538d515ee3675aa.jsonl,0,47,27,15,14,0,1,0,0,1,51,4038,573761,52930,111.007,2026-08-08T21:16:35.378000+00:00,2026-08-08T21:18:26.385000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a03e64bec06fe4df3.jsonl,0,52,30,15,14,2,1,0,0,1,57,5291,681443,56739,150.913,2026-08-08T21:15:15.195000+00:00,2026-08-08T21:17:46.108000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-acf61225cbc10dcf2.jsonl,0,46,26,15,14,0,1,0,0,1,49,3296,546334,52819,124.287,2026-08-08T21:13:56.168000+00:00,2026-08-08T21:16:00.455000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a9c4494926c0c6aed.jsonl,0,48,28,15,14,0,1,0,0,1,53,5807,614003,62525,150.829,2026-08-08T21:12:41.375000+00:00,2026-08-08T21:15:12.204000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a6fcee2b42556947c.jsonl,0,52,30,17,16,0,1,0,0,1,56,3693,668415,63026,163.275,2026-08-08T21:09:35.820000+00:00,2026-08-08T21:12:19.095000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a91f7d640fe3f8f95.jsonl,0,51,30,15,14,1,1,0,0,1,57,6182,647921,54631,131.941,2026-08-08T21:16:45.268000+00:00,2026-08-08T21:18:57.209000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a3790953e44ead6b6.jsonl,0,46,26,15,14,0,1,0,0,1,49,7478,546897,52621,129.064,2026-08-08T21:09:35.262000+00:00,2026-08-08T21:11:44.326000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-a222e003a1e75f9ea.jsonl,0,46,26,15,14,0,1,0,0,1,49,5013,560656,59887,182.282,2026-08-08T21:09:43.365000+00:00,2026-08-08T21:12:45.647000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-abc868c2ef001fa46.jsonl,0,47,27,15,14,0,1,0,0,1,51,6902,568612,54355,138.421,2026-08-08T21:11:45.683000+00:00,2026-08-08T21:14:04.104000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-af78854772646f981.jsonl,0,46,26,15,14,0,1,0,0,1,49,5801,546704,53591,122.413,2026-08-08T21:14:35.692000+00:00,2026-08-08T21:16:38.105000+00:00,claude-opus-5
discovery,wf_3eee50ad-0ed,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_3eee50ad-0ed/agent-aa837214f8bdbf086.jsonl,0,52,30,15,14,2,1,0,0,1,57,6547,672877,53655,135.87,2026-08-08T21:16:04.248000+00:00,2026-08-08T21:18:20.118000+00:00,claude-opus-5
discovery,wf_037410c8-5da,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_037410c8-5da/agent-a518bd84784ab2f64.jsonl,0,109,66,0,0,1,0,16,20,3,8370,13536,1683555,166673,911.104,2026-08-09T21:34:47.299000+00:00,2026-08-09T21:49:58.403000+00:00,claude-opus-5
discovery,wf_037410c8-5da,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_037410c8-5da/agent-afbd8cc131f5a1540.jsonl,0,281,184,0,0,68,0,16,8,2,337,40466,13650209,380378,1417.817,2026-08-09T21:34:46.860000+00:00,2026-08-09T21:58:24.677000+00:00,claude-opus-5
discovery,wf_037410c8-5da,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_037410c8-5da/agent-a0220a49670288050.jsonl,0,130,85,0,0,13,0,15,11,3,17332,17725,2786778,192724,495.188,2026-08-09T21:34:46.800000+00:00,2026-08-09T21:43:01.988000+00:00,claude-opus-5
discovery,wf_037410c8-5da,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_037410c8-5da/agent-a16e8088677e5d77f.jsonl,0,99,63,0,0,6,0,9,15,3,15686,22346,1824971,219293,811.568,2026-08-09T21:34:46.658000+00:00,2026-08-09T21:48:18.226000+00:00,claude-opus-5
discovery,wf_037410c8-5da,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_037410c8-5da/agent-adafa972eb2b3e619.jsonl,0,112,69,0,0,4,0,16,18,2,4717,16680,1886708,199745,1242.774,2026-08-09T21:34:46.604000+00:00,2026-08-09T21:55:29.378000+00:00,claude-opus-5
discovery,wf_037410c8-5da,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_037410c8-5da/agent-a84aa9bd22a500ef9.jsonl,0,77,47,0,0,1,0,14,8,4,1945,7340,1045031,118030,446.602,2026-08-09T21:34:47.051000+00:00,2026-08-09T21:42:13.653000+00:00,claude-opus-5
discovery,wf_037410c8-5da,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_037410c8-5da/agent-a6d48a517c1cc5575.jsonl,0,119,75,1,0,9,0,17,11,3,9150,15277,2623659,209634,1334.268,2026-08-09T21:34:46.940000+00:00,2026-08-09T21:57:01.208000+00:00,claude-opus-5
discovery,wf_037410c8-5da,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_037410c8-5da/agent-a05248ab163bf08cc.jsonl,0,56,35,1,0,1,0,6,5,5,67,5772,654949,82760,271.18,2026-08-09T21:34:47.084000+00:00,2026-08-09T21:39:18.264000+00:00,claude-opus-5
discovery,wf_037410c8-5da,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_037410c8-5da/agent-a8019d4ea23bd4ccc.jsonl,0,170,111,0,0,26,0,13,15,2,4525,33012,5432405,267126,1165.805,2026-08-09T21:34:46.663000+00:00,2026-08-09T21:54:12.468000+00:00,claude-opus-5
discovery,wf_037410c8-5da,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_037410c8-5da/agent-a53a1ce2d9783b3b1.jsonl,0,102,61,0,0,2,0,19,14,3,13267,16821,1839520,173595,777.51,2026-08-09T21:34:46.748000+00:00,2026-08-09T21:47:44.258000+00:00,claude-opus-5
discovery,wf_c02479fb-7d0,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_c02479fb-7d0/agent-a936ab67bf313e840.jsonl,0,51,29,15,14,2,1,0,0,1,55,8602,658339,57580,181.963,2026-08-08T01:56:34.268000+00:00,2026-08-08T01:59:36.231000+00:00,claude-opus-5
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-a56fbcd10ba04ce45.jsonl,0,46,26,15,14,0,1,0,0,1,49,4269,542154,54009,156.056,2026-08-08T16:01:39.915000+00:00,2026-08-08T16:04:15.971000+00:00,claude-opus-5
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-a5d3b73c21d72fe38.jsonl,0,46,26,15,14,0,1,0,0,1,49,4249,545968,51788,112.981,2026-08-08T16:03:37.031000+00:00,2026-08-08T16:05:30.012000+00:00,claude-opus-5
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-aaf9a4aea2cbfe1fb.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.435,2026-08-08T16:07:25.952000+00:00,2026-08-08T16:07:26.387000+00:00,<synthetic>
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-af7ab4b21b5e14e59.jsonl,0,46,26,15,14,0,1,0,0,1,49,3130,536234,49119,103.754,2026-08-08T16:05:39.725000+00:00,2026-08-08T16:07:23.479000+00:00,claude-opus-5
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-a5e6221b1ba8bac00.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.446,2026-08-08T16:07:25.116000+00:00,2026-08-08T16:07:25.562000+00:00,<synthetic>
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-aa7eb3020a6ea64ab.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.333,2026-08-08T16:07:31.058000+00:00,2026-08-08T16:07:31.391000+00:00,<synthetic>
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-ac3ffca0987890609.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1.033,2026-08-08T16:07:29.207000+00:00,2026-08-08T16:07:30.240000+00:00,<synthetic>
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-a86171de54530f735.jsonl,0,49,28,15,14,1,1,0,0,1,53,9064,623232,59794,149.572,2026-08-08T16:01:03.317000+00:00,2026-08-08T16:03:32.889000+00:00,claude-opus-5
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-aa19cfa8ef224f372.jsonl,0,47,27,15,14,0,1,0,0,1,51,6916,570591,54046,119.481,2026-08-08T15:56:59.519000+00:00,2026-08-08T15:58:59+00:00,claude-opus-5
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-a3e752a5dc5ec7244.jsonl,0,48,27,15,14,1,1,0,0,1,51,5053,576560,53569,140.863,2026-08-08T15:57:05.773000+00:00,2026-08-08T15:59:26.636000+00:00,claude-opus-5
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-a9e2612410ac1571c.jsonl,0,38,22,13,12,0,0,0,0,0,39,3518,396456,43755,79.346,2026-08-08T16:06:10.127000+00:00,2026-08-08T16:07:29.473000+00:00,<synthetic>
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-a3da9653b51beb4d9.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.248,2026-08-08T16:07:28.627000+00:00,2026-08-08T16:07:28.875000+00:00,<synthetic>
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-af9e9fb84db1b6f5e.jsonl,0,51,30,15,14,1,1,0,0,1,57,4937,659646,53125,113.58,2026-08-08T16:01:38.865000+00:00,2026-08-08T16:03:32.445000+00:00,claude-opus-5
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-ac68c16dbdd1bab06.jsonl,0,46,27,15,14,0,1,0,0,0,49,5998,534864,48024,94.609,2026-08-08T16:06:01.688000+00:00,2026-08-08T16:07:36.297000+00:00,<synthetic>
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-a71e5cf63fbee44e8.jsonl,0,45,26,15,14,0,1,0,0,0,47,6263,516005,50481,116.897,2026-08-08T16:05:36.714000+00:00,2026-08-08T16:07:33.611000+00:00,<synthetic>
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-a4bd972ec43f2b934.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.456,2026-08-08T16:07:22.373000+00:00,2026-08-08T16:07:22.829000+00:00,<synthetic>
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-a73a90d9f23c88f0f.jsonl,0,47,27,15,14,0,1,0,0,1,51,5481,568595,54594,119.926,2026-08-08T16:05:18.369000+00:00,2026-08-08T16:07:18.295000+00:00,claude-opus-5
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-a309cfe71a5809f53.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.259,2026-08-08T16:07:23.146000+00:00,2026-08-08T16:07:23.405000+00:00,<synthetic>
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-a7400770531fc1056.jsonl,0,49,28,15,14,1,1,0,0,1,53,5716,610037,55200,132.784,2026-08-08T15:59:22.964000+00:00,2026-08-08T16:01:35.748000+00:00,claude-opus-5
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-aaae1db17f0c0e0f5.jsonl,0,51,29,15,14,2,1,0,0,1,55,4981,639491,52006,123.202,2026-08-08T15:58:57.038000+00:00,2026-08-08T16:01:00.240000+00:00,claude-opus-5
discovery,wf_159c2096-f41,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_159c2096-f41/agent-aeedcefb5b8cc461a.jsonl,0,32,18,11,10,0,0,0,0,0,31,2001,305832,33924,44.12,2026-08-08T16:06:38.316000+00:00,2026-08-08T16:07:22.436000+00:00,<synthetic>
